sta4 year mo dy hr mi sec geodkm
B032 2013 2 27 22 25 43 285.18
B033 2013 2 27 22 25 43 300.26
B035 2013 2 27 22 25 43 285.66
B036 2013 2 27 22 25 43 285.73
B039 2013 2 27 22 25 43 395.95
B040 2013 2 27 22 25 43 383.98
B045 2013 2 27 22 25 43 370.43
B203 2013 2 27 22 25 43 496.85
B933 2013 2 27 22 25 43 405.40
B934 2013 2 27 22 25 43 438.55
B935 2013 2 27 22 25 43 390.02
B030 2013 3 30 21 43 21 492.41
B031 2013 3 30 21 43 21 435.00
B032 2013 3 30 21 43 21 435.40
B033 2013 3 30 21 43 21 416.94
B035 2013 3 30 21 43 21 341.10
B036 2013 3 30 21 43 21 341.36
B039 2013 3 30 21 43 21 351.13
B040 2013 3 30 21 43 21 369.86
B045 2013 3 30 21 43 21 208.52
B054 2013 3 30 21 43 21 466.79
B057 2013 3 30 21 43 21 430.34
B933 2013 3 30 21 43 21 216.23
B934 2013 3 30 21 43 21 245.17
B935 2013 3 30 21 43 21 244.08
B027 2013 5 24 3 47 12 498.97
B028 2013 5 24 3 47 12 498.62
B030 2013 5 24 3 47 12 438.96
B031 2013 5 24 3 47 12 428.00
B032 2013 5 24 3 47 12 428.09
B033 2013 5 24 3 47 12 381.18
B035 2013 5 24 3 47 12 319.27
B036 2013 5 24 3 47 12 319.37
B039 2013 5 24 3 47 12 183.93
B040 2013 5 24 3 47 12 212.55
B045 2013 5 24 3 47 12 251.81
B054 2013 5 24 3 47 12 281.55
B057 2013 5 24 3 47 12 277.69
B058 2013 5 24 3 47 12 383.48
B065 2013 5 24 3 47 12 388.66
B066 2013 5 24 3 47 12 377.22
B067 2013 5 24 3 47 12 387.11
B072 2013 5 24 3 47 12 491.72
B073 2013 5 24 3 47 12 477.73
B075 2013 5 24 3 47 12 479.27
B076 2013 5 24 3 47 12 478.93
B078 2013 5 24 3 47 12 490.98
B933 2013 5 24 3 47 12 249.86
B934 2013 5 24 3 47 12 229.99
B935 2013 5 24 3 47 12 216.76
B054 2013 5 29 14 38 7 424.25
B057 2013 5 29 14 38 7 455.95
B058 2013 5 29 14 38 7 294.91
B065 2013 5 29 14 38 7 285.08
B066 2013 5 29 14 38 7 301.05
B067 2013 5 29 14 38 7 290.91
B072 2013 5 29 14 38 7 156.16
B073 2013 5 29 14 38 7 170.91
B075 2013 5 29 14 38 7 169.95
B076 2013 5 29 14 38 7 169.27
B078 2013 5 29 14 38 7 156.89
B079 2013 5 29 14 38 7 141.93
B081 2013 5 29 14 38 7 319.59
B082 2013 5 29 14 38 7 333.63
B084 2013 5 29 14 38 7 345.54
B086 2013 5 29 14 38 7 340.73
B087 2013 5 29 14 38 7 336.60
B088 2013 5 29 14 38 7 339.72
B089 2013 5 29 14 38 7 333.56
B093 2013 5 29 14 38 7 318.99
B900 2013 5 29 14 38 7 138.12
B901 2013 5 29 14 38 7 138.63
B916 2013 5 29 14 38 7 291.19
B917 2013 5 29 14 38 7 276.58
B918 2013 5 29 14 38 7 278.22
B921 2013 5 29 14 38 7 268.74
B017 2013 7 20 17 20 56 499.60
B019 2013 7 20 17 20 56 463.71
B020 2013 7 20 17 20 56 430.64
B022 2013 7 20 17 20 56 388.14
B023 2013 7 20 17 20 56 443.90
B024 2013 7 20 17 20 56 364.59
B026 2013 7 20 17 20 56 339.90
B027 2013 7 20 17 20 56 344.72
B028 2013 7 20 17 20 56 344.42
B030 2013 7 20 17 20 56 339.35
B031 2013 7 20 17 20 56 282.98
B032 2013 7 20 17 20 56 283.31
B033 2013 7 20 17 20 56 300.06
B035 2013 7 20 17 20 56 288.82
B036 2013 7 20 17 20 56 288.89
B039 2013 7 20 17 20 56 401.43
B040 2013 7 20 17 20 56 388.49
B045 2013 7 20 17 20 56 379.54
B203 2013 7 20 17 20 56 489.47
B204 2013 7 20 17 20 56 496.59
B933 2013 7 20 17 20 56 414.84
B934 2013 7 20 17 20 56 447.89
B935 2013 7 20 17 20 56 398.58
B001 2013 8 4 13 22 31 362.04
B003 2013 8 4 13 22 31 297.03
B004 2013 8 4 13 22 31 270.83
B005 2013 8 4 13 22 31 337.14
B006 2013 8 4 13 22 31 337.34
B007 2013 8 4 13 22 31 337.19
B009 2013 8 4 13 22 31 313.00
B010 2013 8 4 13 22 31 312.93
B011 2013 8 4 13 22 31 313.17
B012 2013 8 4 13 22 31 160.40
B013 2013 8 4 13 22 31 388.91
B014 2013 8 4 13 22 31 353.43
B017 2013 8 4 13 22 31 406.46
B018 2013 8 4 13 22 31 437.24
B019 2013 8 4 13 22 31 429.48
B020 2013 8 4 13 22 31 443.57
B022 2013 8 4 13 22 31 478.67
B926 2013 8 4 13 22 31 259.86
B927 2013 8 4 13 22 31 200.64
B928 2013 8 4 13 22 31 191.34
B941 2013 8 4 13 22 31 483.47
B943 2013 8 4 13 22 31 388.86
B020 2013 8 10 5 10 19 473.00
B022 2013 8 10 5 10 19 439.42
B024 2013 8 10 5 10 19 425.66
B026 2013 8 10 5 10 19 411.04
B027 2013 8 10 5 10 19 448.13
B028 2013 8 10 5 10 19 447.92
B030 2013 8 10 5 10 19 456.48
B031 2013 8 10 5 10 19 405.91
B032 2013 8 10 5 10 19 406.17
B033 2013 8 10 5 10 19 430.66
B035 2013 8 10 5 10 19 429.34
B036 2013 8 10 5 10 19 429.39
B027 2013 10 11 23 5 40 437.26
B028 2013 10 11 23 5 40 436.83
B030 2013 10 11 23 5 40 390.69
B031 2013 10 11 23 5 40 338.91
B032 2013 10 11 23 5 40 339.28
B033 2013 10 11 23 5 40 311.02
B035 2013 10 11 23 5 40 225.87
B036 2013 10 11 23 5 40 226.16
B039 2013 10 11 23 5 40 216.34
B040 2013 10 11 23 5 40 236.85
B045 2013 10 11 23 5 40 91.28
B054 2013 10 11 23 5 40 403.92
B057 2013 10 11 23 5 40 370.83
B933 2013 10 11 23 5 40 118.83
B934 2013 10 11 23 5 40 152.00
B935 2013 10 11 23 5 40 121.48
B026 2013 12 1 3 19 40 479.56
B027 2013 12 1 3 19 40 458.97
B028 2013 12 1 3 19 40 458.60
B030 2013 12 1 3 19 40 436.23
B031 2013 12 1 3 19 40 375.72
B032 2013 12 1 3 19 40 376.13
B033 2013 12 1 3 19 40 374.24
B035 2013 12 1 3 19 40 324.32
B036 2013 12 1 3 19 40 324.51
B039 2013 12 1 3 19 40 391.54
B040 2013 12 1 3 19 40 394.71
B045 2013 12 1 3 19 40 303.38
B933 2013 12 1 3 19 40 327.85
B934 2013 12 1 3 19 40 361.06
B935 2013 12 1 3 19 40 332.92
B027 2014 3 10 5 18 22 451.13
B028 2014 3 10 5 18 22 450.70
B030 2014 3 10 5 18 22 406.81
B031 2014 3 10 5 18 22 352.98
B032 2014 3 10 5 18 22 353.38
B033 2014 3 10 5 18 22 327.86
B035 2014 3 10 5 18 22 245.02
B036 2014 3 10 5 18 22 245.31
B039 2014 3 10 5 18 22 243.88
B040 2014 3 10 5 18 22 263.24
B045 2014 3 10 5 18 22 114.24
B054 2014 3 10 5 18 22 418.83
B057 2014 3 10 5 18 22 384.71
B933 2014 3 10 5 18 22 136.85
B934 2014 3 10 5 18 22 170.12
B935 2014 3 10 5 18 22 146.83
B024 2014 3 13 19 11 36 483.24
B026 2014 3 13 19 11 36 455.25
B027 2014 3 13 19 11 36 439.11
B028 2014 3 13 19 11 36 438.76
B030 2014 3 13 19 11 36 419.22
B031 2014 3 13 19 11 36 358.84
B032 2014 3 13 19 11 36 359.25
B033 2014 3 13 19 11 36 360.49
B035 2014 3 13 19 11 36 316.53
B036 2014 3 13 19 11 36 316.71
B039 2014 3 13 19 11 36 393.21
B040 2014 3 13 19 11 36 393.39
B045 2014 3 13 19 11 36 316.96
B933 2014 3 13 19 11 36 343.96
B934 2014 3 13 19 11 36 377.45
B935 2014 3 13 19 11 36 344.74
